week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2026-01-19,PROD017,STORE009,West,22,54.78,0,None,0.0
2026-01-19,PROD018,STORE009,West,33,72.27,0,None,0.0
2026-01-19,PROD019,STORE009,West,25,47.25,0,None,0.0
2026-01-19,PROD020,STORE009,West,18,59.22,0,None,0.0
2026-01-19,PROD001,STORE010,South,36,71.64,0,None,0.0
2026-01-19,PROD002,STORE010,South,24,47.76,0,None,0.0
2026-01-19,PROD003,STORE010,South,39,58.11,0,None,0.0
2026-01-19,PROD004,STORE010,South,19,47.31,0,None,0.0
2026-01-19,PROD005,STORE010,South,16,71.84,0,None,0.0
2026-01-19,PROD006,STORE010,South,13,51.87,0,None,0.0
2026-01-19,PROD007,STORE010,South,29,73.7,1,Discount,15.0
2026-01-19,PROD008,STORE010,South,20,89.82,1,Discount,10.0
2026-01-19,PROD009,STORE010,South,62,61.38,0,None,0.0
2026-01-19,PROD010,STORE010,South,30,53.7,0,None,0.0
2026-01-19,PROD011,STORE010,South,29,66.41,0,None,0.0
2026-01-19,PROD012,STORE010,South,51,65.79,0,None,0.0
2026-01-19,PROD013,STORE010,South,33,49.34,1,BOGO,50.0
2026-01-19,PROD014,STORE010,South,16,47.84,0,None,0.0
2026-01-19,PROD015,STORE010,South,16,55.84,0,None,0.0
2026-01-19,PROD016,STORE010,South,16,60.64,0,None,0.0
2026-01-19,PROD017,STORE010,South,23,57.27,0,None,0.0
2026-01-19,PROD018,STORE010,South,22,48.18,0,None,0.0
2026-01-19,PROD019,STORE010,South,28,52.92,0,None,0.0
2026-01-19,PROD020,STORE010,South,20,65.8,0,None,0.0
2026-01-19,PROD001,STORE011,North,232,461.68,0,None,0.0
2026-01-19,PROD002,STORE011,North,176,350.24,0,None,0.0
2026-01-19,PROD003,STORE011,North,248,369.52,0,None,0.0
2026-01-19,PROD004,STORE011,North,194,483.06,0,None,0.0
2026-01-19,PROD005,STORE011,North,91,408.59,0,None,0.0
2026-01-19,PROD006,STORE011,North,100,399.0,0,None,0.0
2026-01-19,PROD007,STORE011,North,139,415.61,0,None,0.0
2026-01-19,PROD008,STORE011,North,99,494.01,0,None,0.0
2026-01-19,PROD009,STORE011,North,552,546.48,0,None,0.0
2026-01-19,PROD010,STORE011,North,282,504.78,0,None,0.0
2026-01-19,PROD011,STORE011,North,193,441.97,0,None,0.0
2026-01-19,PROD012,STORE011,North,317,408.93,0,None,0.0
2026-01-19,PROD013,STORE011,North,132,394.68,0,None,0.0
2026-01-19,PROD014,STORE011,North,157,469.43,0,None,0.0
2026-01-19,PROD015,STORE011,North,99,345.51,0,None,0.0
2026-01-19,PROD016,STORE011,North,115,435.85,0,None,0.0
2026-01-19,PROD017,STORE011,North,161,400.89,0,None,0.0
2026-01-19,PROD018,STORE011,North,237,519.03,0,None,0.0
2026-01-19,PROD019,STORE011,North,239,451.71,0,None,0.0
2026-01-19,PROD020,STORE011,North,168,497.45,1,Discount,10.0
2026-01-19,PROD001,STORE012,North,31,61.69,0,None,0.0
2026-01-19,PROD002,STORE012,North,29,57.71,0,None,0.0
2026-01-19,PROD003,STORE012,North,36,53.64,0,None,0.0
2026-01-19,PROD004,STORE012,North,21,52.29,0,None,0.0
2026-01-19,PROD005,STORE012,North,12,53.88,0,None,0.0
2026-01-19,PROD006,STORE012,North,14,55.86,0,None,0.0
2026-01-19,PROD007,STORE012,North,15,44.85,0,None,0.0
2026-01-19,PROD008,STORE012,North,11,54.89,0,None,0.0
2026-01-19,PROD009,STORE012,North,51,50.49,0,None,0.0
2026-01-19,PROD010,STORE012,North,37,66.23,0,None,0.0
2026-01-19,PROD011,STORE012,North,22,50.38,0,None,0.0
2026-01-19,PROD012,STORE012,North,56,72.24,0,None,0.0
2026-01-19,PROD013,STORE012,North,33,98.67,1,Display Space,0.0
2026-01-19,PROD014,STORE012,North,16,47.84,0,None,0.0
2026-01-19,PROD015,STORE012,North,18,62.82,0,None,0.0
2026-01-19,PROD016,STORE012,North,15,56.85,0,None,0.0
2026-01-19,PROD017,STORE012,North,21,52.29,0,None,0.0
2026-01-19,PROD018,STORE012,North,21,45.99,0,None,0.0
2026-01-19,PROD019,STORE012,North,35,66.15,0,None,0.0
2026-01-19,PROD020,STORE012,North,18,59.22,0,None,0.0
2026-01-19,PROD001,STORE013,East,205,407.95,0,None,0.0
2026-01-19,PROD002,STORE013,East,307,610.93,1,Display Space,0.0
2026-01-19,PROD003,STORE013,East,336,500.64,0,None,0.0
2026-01-19,PROD004,STORE013,East,147,366.03,0,None,0.0
2026-01-19,PROD005,STORE013,East,68,305.32,0,None,0.0
2026-01-19,PROD006,STORE013,East,116,462.84,0,None,0.0
2026-01-19,PROD007,STORE013,East,126,376.74,0,None,0.0
2026-01-19,PROD008,STORE013,East,137,341.81,1,BOGO,50.0
2026-01-19,PROD009,STORE013,East,519,513.81,0,None,0.0
2026-01-19,PROD010,STORE013,East,197,352.63,0,None,0.0
2026-01-19,PROD011,STORE013,East,205,469.45,0,None,0.0
2026-01-19,PROD012,STORE013,East,472,456.66,1,Discount,25.0
2026-01-19,PROD013,STORE013,East,158,472.42,0,None,0.0
2026-01-19,PROD014,STORE013,East,139,415.61,0,None,0.0
2026-01-19,PROD015,STORE013,East,148,516.52,0,None,0.0
2026-01-19,PROD016,STORE013,East,113,428.27,1,Display Space,0.0
2026-01-19,PROD017,STORE013,East,198,493.02,0,None,0.0
2026-01-19,PROD018,STORE013,East,174,381.06,0,None,0.0
2026-01-19,PROD019,STORE013,East,306,433.75,1,Discount,25.0
2026-01-19,PROD020,STORE013,East,196,580.36,1,Discount,10.0
2026-01-19,PROD001,STORE014,North,140,139.3,1,BOGO,50.0
2026-01-19,PROD002,STORE014,North,77,153.23,0,None,0.0
2026-01-19,PROD003,STORE014,North,106,157.94,0,None,0.0
2026-01-19,PROD004,STORE014,North,80,199.2,1,Display Space,0.0
2026-01-19,PROD005,STORE014,North,33,148.17,0,None,0.0
2026-01-19,PROD006,STORE014,North,33,131.67,0,None,0.0
2026-01-19,PROD007,STORE014,North,46,137.54,0,None,0.0
2026-01-19,PROD008,STORE014,North,36,179.64,0,None,0.0
2026-01-19,PROD009,STORE014,North,175,173.25,0,None,0.0
2026-01-19,PROD010,STORE014,North,87,155.73,0,None,0.0
2026-01-19,PROD011,STORE014,North,69,158.01,0,None,0.0
2026-01-19,PROD012,STORE014,North,101,130.29,0,None,0.0
2026-01-19,PROD013,STORE014,North,107,159.97,1,BOGO,50.0
2026-01-19,PROD014,STORE014,North,46,137.54,0,None,0.0
2026-01-19,PROD015,STORE014,North,47,164.03,0,None,0.0
2026-01-19,PROD016,STORE014,North,36,136.44,0,None,0.0
2026-01-19,PROD017,STORE014,North,64,159.36,0,None,0.0
2026-01-19,PROD018,STORE014,North,121,132.5,1,BOGO,50.0
2026-01-19,PROD019,STORE014,North,61,115.29,0,None,0.0
2026-01-19,PROD020,STORE014,North,57,187.53,1,Display Space,0.0
2026-01-19,PROD001,STORE015,East,33,49.25,1,Discount,25.0
2026-01-19,PROD002,STORE015,East,33,65.67,0,None,0.0
2026-01-19,PROD003,STORE015,East,62,46.19,1,BOGO,50.0
2026-01-19,PROD004,STORE015,East,21,52.29,0,None,0.0
2026-01-19,PROD005,STORE015,East,22,49.39,1,BOGO,50.0
2026-01-19,PROD006,STORE015,East,16,63.84,0,None,0.0
2026-01-19,PROD007,STORE015,East,27,80.73,1,Display Space,0.0
2026-01-19,PROD008,STORE015,East,10,49.9,0,None,0.0
2026-01-19,PROD009,STORE015,East,63,62.37,0,None,0.0
2026-01-19,PROD010,STORE015,East,31,55.49,0,None,0.0
2026-01-19,PROD011,STORE015,East,21,48.09,0,None,0.0
2026-01-19,PROD012,STORE015,East,42,54.18,0,None,0.0
2026-01-19,PROD013,STORE015,East,22,65.78,0,None,0.0
2026-01-19,PROD014,STORE015,East,18,53.82,0,None,0.0
2026-01-19,PROD015,STORE015,East,19,66.31,0,None,0.0
2026-01-19,PROD016,STORE015,East,17,64.43,0,None,0.0
2026-01-19,PROD017,STORE015,East,28,69.72,0,None,0.0
2026-01-19,PROD018,STORE015,East,28,61.32,0,None,0.0
2026-01-19,PROD019,STORE015,East,27,51.03,0,None,0.0
2026-01-19,PROD020,STORE015,East,17,55.93,0,None,0.0
2026-01-19,PROD001,STORE016,South,69,137.31,0,None,0.0
2026-01-19,PROD002,STORE016,South,63,125.37,0,None,0.0
2026-01-19,PROD003,STORE016,South,115,171.35,0,None,0.0
2026-01-19,PROD004,STORE016,South,47,117.03,0,None,0.0
2026-01-19,PROD005,STORE016,South,29,130.21,0,None,0.0
2026-01-19,PROD006,STORE016,South,43,171.57,0,None,0.0
2026-01-19,PROD007,STORE016,South,39,116.61,0,None,0.0
2026-01-19,PROD008,STORE016,South,21,104.79,0,None,0.0
2026-01-19,PROD009,STORE016,South,260,205.92,1,Discount,20.0
2026-01-19,PROD010,STORE016,South,110,177.21,1,Discount,10.0
2026-01-19,PROD011,STORE016,South,72,164.88,0,None,0.0
2026-01-19,PROD012,STORE016,South,101,130.29,0,None,0.0
2026-01-19,PROD013,STORE016,South,51,152.49,0,None,0.0
2026-01-19,PROD014,STORE016,South,46,137.54,0,None,0.0
2026-01-19,PROD015,STORE016,South,43,150.07,0,None,0.0
2026-01-19,PROD016,STORE016,South,36,136.44,0,None,0.0
2026-01-19,PROD017,STORE016,South,58,144.42,0,None,0.0
2026-01-19,PROD018,STORE016,South,54,118.26,0,None,0.0
2026-01-19,PROD019,STORE016,South,88,166.32,0,None,0.0
2026-01-19,PROD020,STORE016,South,50,164.5,0,None,0.0
2026-01-19,PROD001,STORE017,South,81,161.19,0,None,0.0
2026-01-19,PROD002,STORE017,South,82,163.18,0,None,0.0
2026-01-19,PROD003,STORE017,South,116,172.84,0,None,0.0
2026-01-19,PROD004,STORE017,South,56,139.44,1,Display Space,0.0
2026-01-19,PROD005,STORE017,South,38,170.62,0,None,0.0
2026-01-19,PROD006,STORE017,South,39,155.61,0,None,0.0
2026-01-19,PROD007,STORE017,South,48,143.52,0,None,0.0
2026-01-19,PROD008,STORE017,South,41,204.59,1,Display Space,0.0
2026-01-19,PROD009,STORE017,South,174,172.26,0,None,0.0
2026-01-19,PROD010,STORE017,South,65,116.35,0,None,0.0
2026-01-19,PROD011,STORE017,South,53,121.37,0,None,0.0
2026-01-19,PROD012,STORE017,South,99,127.71,0,None,0.0
2026-01-19,PROD013,STORE017,South,51,152.49,0,None,0.0
2026-01-19,PROD014,STORE017,South,47,140.53,0,None,0.0
2026-01-19,PROD015,STORE017,South,53,184.97,1,Display Space,0.0
2026-01-19,PROD016,STORE017,South,38,144.02,0,None,0.0
2026-01-19,PROD017,STORE017,South,54,134.46,0,None,0.0
2026-01-19,PROD018,STORE017,South,75,164.25,0,None,0.0
2026-01-19,PROD019,STORE017,South,88,166.32,0,None,0.0
2026-01-19,PROD020,STORE017,South,41,134.89,0,None,0.0
2026-01-19,PROD001,STORE018,South,228,453.72,0,None,0.0
2026-01-19,PROD002,STORE018,South,308,459.69,1,Discount,25.0
2026-01-19,PROD003,STORE018,South,255,379.95,0,None,0.0
2026-01-19,PROD004,STORE018,South,176,438.24,0,None,0.0
2026-01-19,PROD005,STORE018,South,84,377.16,0,None,0.0
2026-01-19,PROD006,STORE018,South,122,486.78,0,None,0.0
2026-01-19,PROD007,STORE018,South,167,499.33,0,None,0.0
2026-01-19,PROD008,STORE018,South,74,369.26,0,None,0.0
2026-01-19,PROD009,STORE018,South,462,457.38,0,None,0.0
2026-01-19,PROD010,STORE018,South,407,364.26,1,BOGO,50.0
2026-01-19,PROD011,STORE018,South,149,341.21,0,None,0.0
2026-01-19,PROD012,STORE018,South,306,394.74,0,None,0.0
2026-01-19,PROD013,STORE018,South,150,448.5,0,None,0.0
2026-01-19,PROD014,STORE018,South,126,376.74,0,None,0.0
2026-01-19,PROD015,STORE018,South,106,369.94,0,None,0.0
2026-01-19,PROD016,STORE018,South,130,492.7,0,None,0.0
2026-01-19,PROD017,STORE018,South,136,338.64,0,None,0.0
2026-01-19,PROD018,STORE018,South,166,363.54,0,None,0.0
2026-01-19,PROD019,STORE018,South,261,493.29,1,Display Space,0.0
2026-01-19,PROD020,STORE018,South,112,368.48,0,None,0.0
2026-01-19,PROD001,STORE019,East,28,55.72,0,None,0.0
2026-01-19,PROD002,STORE019,East,29,57.71,0,None,0.0
2026-01-19,PROD003,STORE019,East,33,49.17,0,None,0.0
2026-01-19,PROD004,STORE019,East,21,52.29,0,None,0.0
2026-01-19,PROD005,STORE019,East,11,49.39,0,None,0.0
2026-01-19,PROD006,STORE019,East,17,67.83,0,None,0.0
2026-01-19,PROD007,STORE019,East,19,56.81,0,None,0.0
2026-01-19,PROD008,STORE019,East,12,59.88,0,None,0.0
2026-01-19,PROD009,STORE019,East,71,70.29,0,None,0.0
2026-01-19,PROD010,STORE019,East,26,46.54,0,None,0.0
2026-01-19,PROD011,STORE019,East,30,68.7,0,None,0.0
2026-01-19,PROD012,STORE019,East,48,61.92,0,None,0.0
2026-01-19,PROD013,STORE019,East,18,53.82,0,None,0.0
2026-01-19,PROD014,STORE019,East,23,68.77,0,None,0.0
2026-01-19,PROD015,STORE019,East,15,52.35,0,None,0.0
2026-01-19,PROD016,STORE019,East,15,56.85,0,None,0.0
2026-01-19,PROD017,STORE019,East,26,64.74,0,None,0.0
2026-01-19,PROD018,STORE019,East,33,72.27,0,None,0.0
2026-01-19,PROD019,STORE019,East,30,56.7,0,None,0.0
2026-01-19,PROD020,STORE019,East,20,65.8,0,None,0.0
2026-01-19,PROD001,STORE020,South,35,69.65,0,None,0.0
2026-01-19,PROD002,STORE020,South,55,54.73,1,BOGO,50.0
2026-01-19,PROD003,STORE020,South,41,61.09,0,None,0.0
2026-01-19,PROD004,STORE020,South,20,49.8,0,None,0.0
2026-01-19,PROD005,STORE020,South,13,58.37,0,None,0.0
2026-01-19,PROD006,STORE020,South,25,49.88,1,BOGO,50.0
2026-01-19,PROD007,STORE020,South,19,56.81,0,None,0.0
2026-01-19,PROD008,STORE020,South,12,59.88,0,None,0.0
2026-01-19,PROD009,STORE020,South,59,58.41,0,None,0.0
2026-01-19,PROD010,STORE020,South,37,66.23,0,None,0.0
2026-01-19,PROD011,STORE020,South,29,66.41,0,None,0.0
2026-01-19,PROD012,STORE020,South,51,65.79,0,None,0.0
2026-01-19,PROD013,STORE020,South,18,53.82,0,None,0.0
2026-01-19,PROD014,STORE020,South,23,68.77,0,None,0.0
2026-01-19,PROD015,STORE020,South,15,52.35,0,None,0.0
2026-01-19,PROD016,STORE020,South,16,60.64,0,None,0.0
2026-01-19,PROD017,STORE020,South,33,41.09,1,BOGO,50.0
2026-01-19,PROD018,STORE020,South,43,75.34,1,Discount,20.0
2026-01-19,PROD019,STORE020,South,38,71.82,0,None,0.0
2026-01-19,PROD020,STORE020,South,14,46.06,0,None,0.0
2026-01-19,PROD001,STORE021,South,65,129.35,0,None,0.0
2026-01-19,PROD002,STORE021,South,68,135.32,0,None,0.0
2026-01-19,PROD003,STORE021,South,94,140.06,0,None,0.0
2026-01-19,PROD004,STORE021,South,49,122.01,0,None,0.0
2026-01-19,PROD005,STORE021,South,37,166.13,0,None,0.0
2026-01-19,PROD006,STORE021,South,34,135.66,0,None,0.0
2026-01-19,PROD007,STORE021,South,58,173.42,0,None,0.0
2026-01-19,PROD008,STORE021,South,25,124.75,0,None,0.0
2026-01-19,PROD009,STORE021,South,156,154.44,0,None,0.0
2026-01-19,PROD010,STORE021,South,84,150.36,0,None,0.0
2026-01-19,PROD011,STORE021,South,95,217.55,1,Display Space,0.0
2026-01-19,PROD012,STORE021,South,89,114.81,0,None,0.0
2026-01-19,PROD013,STORE021,South,61,182.39,0,None,0.0
2026-01-19,PROD014,STORE021,South,45,134.55,0,None,0.0
2026-01-19,PROD015,STORE021,South,36,125.64,0,None,0.0
2026-01-19,PROD016,STORE021,South,55,208.45,1,Display Space,0.0
2026-01-19,PROD017,STORE021,South,42,104.58,0,None,0.0
2026-01-19,PROD018,STORE021,South,54,118.26,0,None,0.0
2026-01-19,PROD019,STORE021,South,66,124.74,0,None,0.0
2026-01-19,PROD020,STORE021,South,52,171.08,0,None,0.0
2026-01-19,PROD001,STORE022,South,119,236.81,0,None,0.0
2026-01-19,PROD002,STORE022,South,96,191.04,0,None,0.0
2026-01-19,PROD003,STORE022,South,172,256.28,0,None,0.0
2026-01-19,PROD004,STORE022,South,77,191.73,0,None,0.0
2026-01-19,PROD005,STORE022,South,66,296.34,0,None,0.0
2026-01-19,PROD006,STORE022,South,54,215.46,0,None,0.0
2026-01-19,PROD007,STORE022,South,69,206.31,0,None,0.0
2026-01-19,PROD008,STORE022,South,46,229.54,0,None,0.0
2026-01-19,PROD009,STORE022,South,240,237.6,0,None,0.0
2026-01-19,PROD010,STORE022,South,273,366.5,1,Discount,25.0
2026-01-19,PROD011,STORE022,South,111,254.19,0,None,0.0
2026-01-19,PROD012,STORE022,South,189,243.81,0,None,0.0
2026-01-19,PROD013,STORE022,South,63,188.37,0,None,0.0
2026-01-19,PROD014,STORE022,South,77,230.23,0,None,0.0
2026-01-19,PROD015,STORE022,South,67,233.83,0,None,0.0
2026-01-19,PROD016,STORE022,South,77,291.83,0,None,0.0
2026-01-19,PROD017,STORE022,South,92,229.08,0,None,0.0
2026-01-19,PROD018,STORE022,South,114,249.66,0,None,0.0
2026-01-19,PROD019,STORE022,South,115,217.35,0,None,0.0
2026-01-19,PROD020,STORE022,South,78,256.62,0,None,0.0
2026-01-19,PROD001,STORE023,South,192,382.08,0,None,0.0
2026-01-19,PROD002,STORE023,South,224,445.76,0,None,0.0
2026-01-19,PROD003,STORE023,South,324,482.76,0,None,0.0
2026-01-19,PROD004,STORE023,South,164,408.36,0,None,0.0
2026-01-19,PROD005,STORE023,South,107,480.43,0,None,0.0
2026-01-19,PROD006,STORE023,South,97,387.03,0,None,0.0
2026-01-19,PROD007,STORE023,South,143,427.57,0,None,0.0
2026-01-19,PROD008,STORE023,South,133,564.12,1,Discount,15.0
2026-01-19,PROD009,STORE023,South,480,475.2,0,None,0.0
2026-01-19,PROD010,STORE023,South,327,585.33,1,Display Space,0.0
2026-01-19,PROD011,STORE023,South,163,373.27,0,None,0.0
2026-01-19,PROD012,STORE023,South,342,441.18,0,None,0.0
2026-01-19,PROD013,STORE023,South,146,436.54,0,None,0.0
2026-01-19,PROD014,STORE023,South,110,328.9,0,None,0.0
2026-01-19,PROD015,STORE023,South,138,481.62,0,None,0.0
2026-01-19,PROD016,STORE023,South,87,329.73,0,None,0.0
2026-01-19,PROD017,STORE023,South,168,418.32,0,None,0.0
2026-01-19,PROD018,STORE023,South,179,392.01,0,None,0.0
2026-01-19,PROD019,STORE023,South,228,430.92,0,None,0.0
2026-01-19,PROD020,STORE023,South,111,365.19,0,None,0.0
2026-01-19,PROD001,STORE024,East,141,280.59,0,None,0.0
2026-01-19,PROD002,STORE024,East,122,242.78,0,None,0.0
2026-01-19,PROD003,STORE024,East,135,201.15,0,None,0.0
2026-01-19,PROD004,STORE024,East,79,196.71,0,None,0.0
2026-01-19,PROD005,STORE024,East,54,242.46,0,None,0.0
2026-01-19,PROD006,STORE024,East,61,243.39,0,None,0.0
2026-01-19,PROD007,STORE024,East,82,245.18,0,None,0.0
2026-01-19,PROD008,STORE024,East,54,269.46,0,None,0.0
2026-01-19,PROD009,STORE024,East,279,276.21,0,None,0.0
2026-01-19,PROD010,STORE024,East,137,245.23,0,None,0.0
2026-01-19,PROD011,STORE024,East,108,247.32,0,None,0.0
2026-01-19,PROD012,STORE024,East,181,233.49,0,None,0.0
2026-01-19,PROD013,STORE024,East,81,242.19,0,None,0.0
2026-01-19,PROD014,STORE024,East,73,218.27,0,None,0.0
2026-01-19,PROD015,STORE024,East,72,251.28,0,None,0.0
2026-01-19,PROD016,STORE024,East,54,204.66,0,None,0.0
2026-01-19,PROD017,STORE024,East,102,253.98,0,None,0.0
2026-01-19,PROD018,STORE024,East,114,249.66,0,None,0.0
2026-01-19,PROD019,STORE024,East,141,266.49,0,None,0.0
2026-01-19,PROD020,STORE024,East,71,233.59,0,None,0.0
2026-01-19,PROD001,STORE025,East,112,222.88,0,None,0.0
2026-01-19,PROD002,STORE025,East,110,218.9,0,None,0.0
2026-01-19,PROD003,STORE025,East,293,218.28,1,BOGO,50.0
2026-01-19,PROD004,STORE025,East,92,229.08,0,None,0.0
2026-01-19,PROD005,STORE025,East,54,242.46,0,None,0.0
2026-01-19,PROD006,STORE025,East,58,231.42,0,None,0.0
2026-01-19,PROD007,STORE025,East,72,215.28,0,None,0.0
2026-01-19,PROD008,STORE025,East,48,239.52,0,None,0.0
2026-01-19,PROD009,STORE025,East,282,279.18,0,None,0.0
2026-01-19,PROD010,STORE025,East,140,250.6,0,None,0.0
2026-01-19,PROD011,STORE025,East,98,224.42,0,None,0.0
2026-01-19,PROD012,STORE025,East,250,161.25,1,BOGO,50.0
2026-01-19,PROD013,STORE025,East,78,233.22,0,None,0.0
2026-01-19,PROD014,STORE025,East,105,235.46,1,Discount,25.0
2026-01-19,PROD015,STORE025,East,67,233.83,0,None,0.0
2026-01-19,PROD016,STORE025,East,53,200.87,0,None,0.0
2026-01-19,PROD017,STORE025,East,101,251.49,0,None,0.0
2026-01-19,PROD018,STORE025,East,111,243.09,0,None,0.0
2026-01-19,PROD019,STORE025,East,111,209.79,0,None,0.0
2026-01-19,PROD020,STORE025,East,62,203.98,0,None,0.0
2026-01-19,PROD001,STORE026,North,177,352.23,0,None,0.0
2026-01-19,PROD002,STORE026,North,193,384.07,0,None,0.0
2026-01-19,PROD003,STORE026,North,232,345.68,0,None,0.0
2026-01-19,PROD004,STORE026,North,194,483.06,0,None,0.0
2026-01-19,PROD005,STORE026,North,79,354.71,0,None,0.0
2026-01-19,PROD006,STORE026,North,106,422.94,0,None,0.0
2026-01-19,PROD007,STORE026,North,135,403.65,0,None,0.0
2026-01-19,PROD008,STORE026,North,90,449.1,0,None,0.0
2026-01-19,PROD009,STORE026,North,470,465.3,0,None,0.0
2026-01-19,PROD010,STORE026,North,237,424.23,0,None,0.0
2026-01-19,PROD011,STORE026,North,166,380.14,0,None,0.0
2026-01-19,PROD012,STORE026,North,318,410.22,0,None,0.0
2026-01-19,PROD013,STORE026,North,132,394.68,0,None,0.0
2026-01-19,PROD014,STORE026,North,153,457.47,0,None,0.0
2026-01-19,PROD015,STORE026,North,101,352.49,0,None,0.0
2026-01-19,PROD016,STORE026,North,114,432.06,0,None,0.0
2026-01-19,PROD017,STORE026,North,179,445.71,0,None,0.0
2026-01-19,PROD018,STORE026,North,201,440.19,0,None,0.0
2026-01-19,PROD019,STORE026,North,211,398.79,0,None,0.0
2026-01-19,PROD020,STORE026,North,147,483.63,0,None,0.0
2026-01-19,PROD001,STORE027,East,118,234.82,0,None,0.0
2026-01-19,PROD002,STORE027,East,126,250.74,0,None,0.0
2026-01-19,PROD003,STORE027,East,285,360.95,1,Discount,15.0
2026-01-19,PROD004,STORE027,East,98,244.02,0,None,0.0
2026-01-19,PROD005,STORE027,East,66,296.34,0,None,0.0
2026-01-19,PROD006,STORE027,East,67,267.33,0,None,0.0
2026-01-19,PROD007,STORE027,East,118,264.62,1,Discount,25.0
2026-01-19,PROD008,STORE027,East,48,239.52,0,None,0.0
2026-01-19,PROD009,STORE027,East,229,226.71,0,None,0.0
2026-01-19,PROD010,STORE027,East,204,273.87,1,Discount,25.0
2026-01-19,PROD011,STORE027,East,97,222.13,0,None,0.0
2026-01-19,PROD012,STORE027,East,145,187.05,0,None,0.0
2026-01-19,PROD013,STORE027,East,64,191.36,0,None,0.0
2026-01-19,PROD014,STORE027,East,73,218.27,0,None,0.0
2026-01-19,PROD015,STORE027,East,80,279.2,0,None,0.0
2026-01-19,PROD016,STORE027,East,64,242.56,0,None,0.0
2026-01-19,PROD017,STORE027,East,110,273.9,0,None,0.0
2026-01-19,PROD018,STORE027,East,93,203.67,0,None,0.0
2026-01-19,PROD019,STORE027,East,127,240.03,1,Display Space,0.0
2026-01-19,PROD020,STORE027,East,64,210.56,0,None,0.0
2026-01-19,PROD001,STORE028,East,267,531.33,1,Display Space,0.0
2026-01-19,PROD002,STORE028,East,201,399.99,0,None,0.0
2026-01-19,PROD003,STORE028,East,358,533.42,0,None,0.0
2026-01-19,PROD004,STORE028,East,141,351.09,0,None,0.0
2026-01-19,PROD005,STORE028,East,109,489.41,0,None,0.0
2026-01-19,PROD006,STORE028,East,104,414.96,1,Display Space,0.0
2026-01-19,PROD007,STORE028,East,115,343.85,0,None,0.0
2026-01-19,PROD008,STORE028,East,85,424.15,0,None,0.0
2026-01-19,PROD009,STORE028,East,456,451.44,0,None,0.0
2026-01-19,PROD010,STORE028,East,267,477.93,0,None,0.0
2026-01-19,PROD011,STORE028,East,171,391.59,0,None,0.0
2026-01-19,PROD012,STORE028,East,388,500.52,0,None,0.0
2026-01-19,PROD013,STORE028,East,154,460.46,0,None,0.0
2026-01-19,PROD014,STORE028,East,121,361.79,0,None,0.0
2026-01-19,PROD015,STORE028,East,166,492.44,1,Discount,15.0
2026-01-19,PROD016,STORE028,East,119,451.01,0,None,0.0
2026-01-19,PROD017,STORE028,East,156,388.44,0,None,0.0
2026-01-19,PROD018,STORE028,East,197,431.43,0,None,0.0
2026-01-19,PROD019,STORE028,East,476,449.82,1,BOGO,50.0
2026-01-19,PROD020,STORE028,East,127,417.83,0,None,0.0
2026-01-19,PROD001,STORE029,West,109,216.91,0,None,0.0
2026-01-19,PROD002,STORE029,West,136,270.64,0,None,0.0
2026-01-19,PROD003,STORE029,West,187,278.63,1,Display Space,0.0
2026-01-19,PROD004,STORE029,West,103,256.47,0,None,0.0
2026-01-19,PROD005,STORE029,West,46,206.54,0,None,0.0
2026-01-19,PROD006,STORE029,West,61,243.39,0,None,0.0
2026-01-19,PROD007,STORE029,West,71,212.29,0,None,0.0
2026-01-19,PROD008,STORE029,West,52,259.48,0,None,0.0
2026-01-19,PROD009,STORE029,West,234,231.66,1,Display Space,0.0
2026-01-19,PROD010,STORE029,West,147,263.13,0,None,0.0
2026-01-19,PROD011,STORE029,West,119,272.51,0,None,0.0
2026-01-19,PROD012,STORE029,West,174,224.46,0,None,0.0
2026-01-19,PROD013,STORE029,West,61,182.39,0,None,0.0
2026-01-19,PROD014,STORE029,West,67,200.33,0,None,0.0
2026-01-19,PROD015,STORE029,West,67,233.83,0,None,0.0
2026-01-19,PROD016,STORE029,West,55,208.45,0,None,0.0
2026-01-19,PROD017,STORE029,West,95,236.55,0,None,0.0
2026-01-19,PROD018,STORE029,West,124,271.56,0,None,0.0
2026-01-19,PROD019,STORE029,West,130,245.7,0,None,0.0
2026-01-19,PROD020,STORE029,West,63,207.27,0,None,0.0
2026-01-19,PROD001,STORE030,East,115,228.85,0,None,0.0
2026-01-19,PROD002,STORE030,East,101,200.99,0,None,0.0
2026-01-19,PROD003,STORE030,East,187,278.63,0,None,0.0
2026-01-19,PROD004,STORE030,East,105,196.09,1,Discount,25.0
2026-01-19,PROD005,STORE030,East,78,175.11,1,BOGO,50.0
2026-01-19,PROD006,STORE030,East,50,199.5,0,None,0.0
2026-01-19,PROD007,STORE030,East,89,266.11,0,None,0.0
2026-01-19,PROD008,STORE030,East,47,234.53,0,None,0.0
2026-01-19,PROD009,STORE030,East,422,208.89,1,BOGO,50.0
2026-01-19,PROD010,STORE030,East,113,202.27,0,None,0.0
2026-01-19,PROD011,STORE030,East,80,183.2,0,None,0.0
2026-01-19,PROD012,STORE030,East,157,202.53,0,None,0.0
2026-01-19,PROD013,STORE030,East,70,209.3,0,None,0.0
2026-01-19,PROD014,STORE030,East,74,221.26,0,None,0.0
