week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2026-02-02,PROD015,STORE002,220,0,66,154,0
2026-02-02,PROD016,STORE002,33,199,69,163,0
2026-02-02,PROD017,STORE002,79,391,144,326,0
2026-02-02,PROD018,STORE002,444,0,115,329,0
2026-02-02,PROD019,STORE002,360,0,134,226,0
2026-02-02,PROD020,STORE002,339,0,83,256,0
2026-02-02,PROD001,STORE003,198,0,82,116,0
2026-02-02,PROD002,STORE003,223,0,63,160,0
2026-02-02,PROD003,STORE003,331,0,113,218,0
2026-02-02,PROD004,STORE003,136,0,54,82,0
2026-02-02,PROD005,STORE003,123,0,64,59,0
2026-02-02,PROD006,STORE003,103,0,36,67,0
2026-02-02,PROD007,STORE003,123,0,42,81,0
2026-02-02,PROD008,STORE003,71,0,24,47,0
2026-02-02,PROD009,STORE003,348,0,119,229,0
2026-02-02,PROD010,STORE003,192,0,80,112,0
2026-02-02,PROD011,STORE003,176,0,68,108,0
2026-02-02,PROD012,STORE003,371,0,93,278,0
2026-02-02,PROD013,STORE003,168,0,51,117,0
2026-02-02,PROD014,STORE003,117,0,37,80,0
2026-02-02,PROD015,STORE003,126,0,36,90,0
2026-02-02,PROD016,STORE003,75,0,28,47,0
2026-02-02,PROD017,STORE003,171,0,56,115,0
2026-02-02,PROD018,STORE003,244,0,81,163,0
2026-02-02,PROD019,STORE003,232,0,71,161,0
2026-02-02,PROD020,STORE003,147,0,42,105,0
2026-02-02,PROD001,STORE004,230,0,71,159,0
2026-02-02,PROD002,STORE004,272,0,99,173,0
2026-02-02,PROD003,STORE004,219,0,196,23,0
2026-02-02,PROD004,STORE004,191,0,59,132,0
2026-02-02,PROD005,STORE004,63,0,28,35,0
2026-02-02,PROD006,STORE004,100,0,33,67,0
2026-02-02,PROD007,STORE004,153,0,45,108,0
2026-02-02,PROD008,STORE004,60,0,21,39,0
2026-02-02,PROD009,STORE004,435,0,165,270,0
2026-02-02,PROD010,STORE004,162,0,68,94,0
2026-02-02,PROD011,STORE004,68,229,74,223,0
2026-02-02,PROD012,STORE004,361,0,131,230,0
2026-02-02,PROD013,STORE004,127,0,36,91,0
2026-02-02,PROD014,STORE004,182,0,51,131,0
2026-02-02,PROD015,STORE004,123,0,44,79,0
2026-02-02,PROD016,STORE004,82,0,31,51,0
2026-02-02,PROD017,STORE004,198,0,58,140,0
2026-02-02,PROD018,STORE004,238,0,75,163,0
2026-02-02,PROD019,STORE004,194,0,65,129,0
2026-02-02,PROD020,STORE004,136,0,41,95,0
2026-02-02,PROD001,STORE005,68,390,125,333,0
2026-02-02,PROD002,STORE005,390,0,175,215,0
2026-02-02,PROD003,STORE005,404,0,207,197,0
2026-02-02,PROD004,STORE005,50,369,91,328,0
2026-02-02,PROD005,STORE005,198,0,60,138,0
2026-02-02,PROD006,STORE005,196,0,46,150,0
2026-02-02,PROD007,STORE005,292,0,85,207,0
2026-02-02,PROD008,STORE005,228,0,53,175,0
2026-02-02,PROD009,STORE005,611,0,187,424,0
2026-02-02,PROD010,STORE005,545,0,128,417,0
2026-02-02,PROD011,STORE005,278,0,111,167,0
2026-02-02,PROD012,STORE005,437,0,149,288,0
2026-02-02,PROD013,STORE005,51,233,62,222,0
2026-02-02,PROD014,STORE005,279,0,80,199,0
2026-02-02,PROD015,STORE005,250,0,59,191,0
2026-02-02,PROD016,STORE005,227,0,58,169,0
2026-02-02,PROD017,STORE005,217,0,94,123,0
2026-02-02,PROD018,STORE005,323,0,116,207,0
2026-02-02,PROD019,STORE005,541,0,135,406,0
2026-02-02,PROD020,STORE005,275,0,64,211,0
2026-02-02,PROD001,STORE006,78,292,135,235,0
2026-02-02,PROD002,STORE006,307,0,125,182,0
2026-02-02,PROD003,STORE006,473,0,196,277,0
2026-02-02,PROD004,STORE006,425,0,117,308,0
2026-02-02,PROD005,STORE006,153,0,51,102,0
2026-02-02,PROD006,STORE006,98,0,62,36,0
2026-02-02,PROD007,STORE006,205,0,85,120,0
2026-02-02,PROD008,STORE006,30,188,67,151,0
2026-02-02,PROD009,STORE006,1089,0,276,813,0
2026-02-02,PROD010,STORE006,393,0,140,253,0
2026-02-02,PROD011,STORE006,79,279,98,260,0
2026-02-02,PROD012,STORE006,605,0,164,441,0
2026-02-02,PROD013,STORE006,188,0,67,121,0
2026-02-02,PROD014,STORE006,43,305,90,258,0
2026-02-02,PROD015,STORE006,193,0,53,140,0
2026-02-02,PROD016,STORE006,4,207,59,152,0
2026-02-02,PROD017,STORE006,49,242,84,207,0
2026-02-02,PROD018,STORE006,391,0,122,269,0
2026-02-02,PROD019,STORE006,490,0,201,289,0
2026-02-02,PROD020,STORE006,48,272,77,243,0
2026-02-02,PROD001,STORE007,205,549,186,568,0
2026-02-02,PROD002,STORE007,820,0,221,599,0
2026-02-02,PROD003,STORE007,899,0,293,606,0
2026-02-02,PROD004,STORE007,413,0,128,285,0
2026-02-02,PROD005,STORE007,190,0,70,120,0
2026-02-02,PROD006,STORE007,286,0,122,164,0
2026-02-02,PROD007,STORE007,377,0,146,231,0
2026-02-02,PROD008,STORE007,390,0,102,288,0
2026-02-02,PROD009,STORE007,1599,0,478,1121,0
2026-02-02,PROD010,STORE007,512,0,227,285,0
2026-02-02,PROD011,STORE007,473,0,147,326,0
2026-02-02,PROD012,STORE007,724,0,254,470,0
2026-02-02,PROD013,STORE007,387,0,158,229,0
2026-02-02,PROD014,STORE007,270,0,135,135,0
2026-02-02,PROD015,STORE007,220,0,113,107,0
2026-02-02,PROD016,STORE007,289,0,94,195,0
2026-02-02,PROD017,STORE007,456,0,194,262,0
2026-02-02,PROD018,STORE007,738,0,173,565,0
2026-02-02,PROD019,STORE007,618,0,183,435,0
2026-02-02,PROD020,STORE007,137,422,112,447,0
2026-02-02,PROD001,STORE008,487,0,126,361,0
2026-02-02,PROD002,STORE008,492,0,119,373,0
2026-02-02,PROD003,STORE008,158,680,182,656,0
2026-02-02,PROD004,STORE008,383,0,104,279,0
2026-02-02,PROD005,STORE008,138,0,70,68,0
2026-02-02,PROD006,STORE008,251,0,63,188,0
2026-02-02,PROD007,STORE008,124,0,109,15,0
2026-02-02,PROD008,STORE008,40,154,56,138,0
2026-02-02,PROD009,STORE008,185,869,235,819,0
2026-02-02,PROD010,STORE008,392,0,134,258,0
2026-02-02,PROD011,STORE008,283,0,85,198,0
2026-02-02,PROD012,STORE008,94,677,175,596,0
2026-02-02,PROD013,STORE008,202,0,71,131,0
2026-02-02,PROD014,STORE008,57,218,74,201,0
2026-02-02,PROD015,STORE008,148,0,58,90,0
2026-02-02,PROD016,STORE008,160,0,55,105,0
2026-02-02,PROD017,STORE008,268,0,104,164,0
2026-02-02,PROD018,STORE008,333,0,105,228,0
2026-02-02,PROD019,STORE008,501,0,137,364,0
2026-02-02,PROD020,STORE008,328,0,85,243,0
2026-02-02,PROD001,STORE009,71,0,30,41,0
2026-02-02,PROD002,STORE009,83,0,33,50,0
2026-02-02,PROD003,STORE009,127,0,37,90,0
2026-02-02,PROD004,STORE009,83,0,29,54,0
2026-02-02,PROD005,STORE009,41,0,11,30,0
2026-02-02,PROD006,STORE009,9,63,15,57,0
2026-02-02,PROD007,STORE009,41,0,27,14,0
2026-02-02,PROD008,STORE009,7,51,13,45,0
2026-02-02,PROD009,STORE009,45,210,112,143,0
2026-02-02,PROD010,STORE009,98,0,27,71,0
2026-02-02,PROD011,STORE009,79,0,20,59,0
2026-02-02,PROD012,STORE009,165,0,40,125,0
2026-02-02,PROD013,STORE009,14,66,16,64,0
2026-02-02,PROD014,STORE009,75,0,19,56,0
2026-02-02,PROD015,STORE009,12,60,25,47,0
2026-02-02,PROD016,STORE009,48,0,13,35,0
2026-02-02,PROD017,STORE009,87,0,21,66,0
2026-02-02,PROD018,STORE009,103,0,32,71,0
2026-02-02,PROD019,STORE009,54,0,27,27,0
2026-02-02,PROD020,STORE009,64,0,20,44,0
2026-02-02,PROD001,STORE010,109,0,38,71,0
2026-02-02,PROD002,STORE010,85,0,32,53,0
2026-02-02,PROD003,STORE010,137,0,39,98,0
2026-02-02,PROD004,STORE010,57,0,18,39,0
2026-02-02,PROD005,STORE010,43,0,15,28,0
2026-02-02,PROD006,STORE010,39,0,11,28,0
2026-02-02,PROD007,STORE010,75,0,17,58,0
2026-02-02,PROD008,STORE010,39,0,13,26,0
2026-02-02,PROD009,STORE010,184,0,66,118,0
2026-02-02,PROD010,STORE010,72,0,26,46,0
2026-02-02,PROD011,STORE010,12,116,30,98,0
2026-02-02,PROD012,STORE010,103,0,53,50,0
2026-02-02,PROD013,STORE010,52,0,17,35,0
2026-02-02,PROD014,STORE010,61,0,25,36,0
2026-02-02,PROD015,STORE010,63,0,15,48,0
2026-02-02,PROD016,STORE010,15,51,17,49,0
2026-02-02,PROD017,STORE010,82,0,21,61,0
2026-02-02,PROD018,STORE010,19,69,23,65,0
2026-02-02,PROD019,STORE010,76,0,31,45,0
2026-02-02,PROD020,STORE010,48,0,20,28,0
2026-02-02,PROD001,STORE011,692,0,358,334,0
2026-02-02,PROD002,STORE011,382,0,187,195,0
2026-02-02,PROD003,STORE011,640,0,305,335,0
2026-02-02,PROD004,STORE011,545,0,177,368,0
2026-02-02,PROD005,STORE011,336,0,96,240,0
2026-02-02,PROD006,STORE011,47,362,99,310,0
2026-02-02,PROD007,STORE011,447,0,250,197,0
2026-02-02,PROD008,STORE011,284,0,102,182,0
2026-02-02,PROD009,STORE011,960,0,529,431,0
2026-02-02,PROD010,STORE011,514,0,233,281,0
2026-02-02,PROD011,STORE011,759,0,219,540,0
2026-02-02,PROD012,STORE011,830,0,307,523,0
2026-02-02,PROD013,STORE011,443,0,127,316,0
2026-02-02,PROD014,STORE011,95,620,158,557,0
2026-02-02,PROD015,STORE011,347,0,99,248,0
2026-02-02,PROD016,STORE011,402,0,106,296,0
2026-02-02,PROD017,STORE011,541,0,153,388,0
2026-02-02,PROD018,STORE011,545,0,213,332,0
2026-02-02,PROD019,STORE011,937,0,245,692,0
2026-02-02,PROD020,STORE011,337,0,116,221,0
2026-02-02,PROD001,STORE012,85,0,30,55,0
2026-02-02,PROD002,STORE012,62,0,30,32,0
2026-02-02,PROD003,STORE012,9,118,37,90,0
2026-02-02,PROD004,STORE012,10,65,18,57,0
2026-02-02,PROD005,STORE012,42,0,13,29,0
2026-02-02,PROD006,STORE012,35,0,14,21,0
2026-02-02,PROD007,STORE012,45,0,27,18,0
2026-02-02,PROD008,STORE012,40,0,9,31,0
2026-02-02,PROD009,STORE012,125,0,104,21,0
2026-02-02,PROD010,STORE012,146,0,36,110,0
2026-02-02,PROD011,STORE012,104,0,41,63,0
2026-02-02,PROD012,STORE012,150,0,47,103,0
2026-02-02,PROD013,STORE012,67,0,24,43,0
2026-02-02,PROD014,STORE012,60,0,18,42,0
2026-02-02,PROD015,STORE012,66,0,18,48,0
2026-02-02,PROD016,STORE012,40,0,15,25,0
2026-02-02,PROD017,STORE012,75,0,36,39,0
2026-02-02,PROD018,STORE012,77,0,21,56,0
2026-02-02,PROD019,STORE012,31,112,35,108,0
2026-02-02,PROD020,STORE012,59,0,18,41,0
2026-02-02,PROD001,STORE013,179,811,190,800,0
2026-02-02,PROD002,STORE013,492,0,227,265,0
2026-02-02,PROD003,STORE013,1217,0,509,708,0
2026-02-02,PROD004,STORE013,409,0,157,252,0
2026-02-02,PROD005,STORE013,179,0,72,107,0
2026-02-02,PROD006,STORE013,445,0,128,317,0
2026-02-02,PROD007,STORE013,443,0,130,313,0
2026-02-02,PROD008,STORE013,213,0,79,134,0
2026-02-02,PROD009,STORE013,1579,0,535,1044,0
2026-02-02,PROD010,STORE013,516,0,187,329,0
2026-02-02,PROD011,STORE013,516,0,188,328,0
2026-02-02,PROD012,STORE013,970,0,312,658,0
2026-02-02,PROD013,STORE013,365,0,141,224,0
2026-02-02,PROD014,STORE013,572,0,147,425,0
2026-02-02,PROD015,STORE013,555,0,171,384,0
2026-02-02,PROD016,STORE013,341,0,97,244,0
2026-02-02,PROD017,STORE013,375,0,203,172,0
2026-02-02,PROD018,STORE013,378,0,163,215,0
2026-02-02,PROD019,STORE013,706,0,186,520,0
2026-02-02,PROD020,STORE013,200,0,130,70,0
2026-02-02,PROD001,STORE014,155,0,78,77,0
2026-02-02,PROD002,STORE014,270,0,88,182,0
2026-02-02,PROD003,STORE014,352,0,113,239,0
2026-02-02,PROD004,STORE014,264,0,71,193,0
2026-02-02,PROD005,STORE014,109,0,32,77,0
2026-02-02,PROD006,STORE014,70,0,32,38,0
2026-02-02,PROD007,STORE014,142,0,47,95,0
2026-02-02,PROD008,STORE014,116,0,32,84,0
2026-02-02,PROD009,STORE014,511,0,171,340,0
2026-02-02,PROD010,STORE014,303,0,81,222,0
2026-02-02,PROD011,STORE014,125,0,72,53,0
2026-02-02,PROD012,STORE014,319,0,90,229,0
2026-02-02,PROD013,STORE014,141,0,57,84,0
2026-02-02,PROD014,STORE014,162,0,52,110,0
2026-02-02,PROD015,STORE014,161,0,40,121,0
2026-02-02,PROD016,STORE014,128,0,32,96,0
2026-02-02,PROD017,STORE014,199,0,61,138,0
2026-02-02,PROD018,STORE014,118,0,70,48,0
2026-02-02,PROD019,STORE014,107,0,70,37,0
2026-02-02,PROD020,STORE014,142,0,49,93,0
2026-02-02,PROD001,STORE015,76,0,30,46,0
2026-02-02,PROD002,STORE015,107,0,34,73,0
2026-02-02,PROD003,STORE015,106,0,37,69,0
2026-02-02,PROD004,STORE015,76,0,22,54,0
2026-02-02,PROD005,STORE015,29,0,12,17,0
2026-02-02,PROD006,STORE015,19,65,16,68,0
2026-02-02,PROD007,STORE015,26,62,16,72,0
2026-02-02,PROD008,STORE015,9,37,9,37,0
2026-02-02,PROD009,STORE015,221,0,66,155,0
2026-02-02,PROD010,STORE015,16,107,59,64,0
2026-02-02,PROD011,STORE015,91,0,35,56,0
2026-02-02,PROD012,STORE015,140,0,43,97,0
2026-02-02,PROD013,STORE015,59,0,21,38,0
2026-02-02,PROD014,STORE015,69,0,18,51,0
2026-02-02,PROD015,STORE015,57,0,20,37,0
2026-02-02,PROD016,STORE015,50,0,18,32,0
2026-02-02,PROD017,STORE015,14,97,23,88,0
2026-02-02,PROD018,STORE015,12,98,28,82,0
2026-02-02,PROD019,STORE015,102,0,30,72,0
2026-02-02,PROD020,STORE015,6,59,18,47,0
2026-02-02,PROD001,STORE016,175,0,78,97,0
2026-02-02,PROD002,STORE016,241,0,65,176,0
2026-02-02,PROD003,STORE016,247,0,204,43,0
2026-02-02,PROD004,STORE016,106,0,49,57,0
2026-02-02,PROD005,STORE016,113,0,29,84,0
2026-02-02,PROD006,STORE016,101,0,43,58,0
2026-02-02,PROD007,STORE016,44,159,59,144,0
2026-02-02,PROD008,STORE016,83,0,24,59,0
2026-02-02,PROD009,STORE016,396,0,166,230,0
2026-02-02,PROD010,STORE016,168,0,78,90,0
2026-02-02,PROD011,STORE016,175,0,73,102,0
2026-02-02,PROD012,STORE016,311,0,119,192,0
2026-02-02,PROD013,STORE016,177,0,55,122,0
2026-02-02,PROD014,STORE016,32,151,50,133,0
2026-02-02,PROD015,STORE016,128,0,40,88,0
2026-02-02,PROD016,STORE016,39,139,35,143,0
2026-02-02,PROD017,STORE016,153,0,59,94,0
2026-02-02,PROD018,STORE016,182,0,58,124,0
2026-02-02,PROD019,STORE016,276,0,83,193,0
2026-02-02,PROD020,STORE016,172,0,47,125,0
2026-02-02,PROD001,STORE017,342,0,86,256,0
2026-02-02,PROD002,STORE017,60,315,165,210,0
2026-02-02,PROD003,STORE017,364,0,178,186,0
2026-02-02,PROD004,STORE017,43,175,50,168,0
2026-02-02,PROD005,STORE017,94,0,34,60,0
2026-02-02,PROD006,STORE017,39,148,39,148,0
2026-02-02,PROD007,STORE017,93,0,70,23,0
2026-02-02,PROD008,STORE017,103,0,30,73,0
2026-02-02,PROD009,STORE017,473,0,255,218,0
2026-02-02,PROD010,STORE017,236,0,117,119,0
2026-02-02,PROD011,STORE017,25,200,53,172,0
2026-02-02,PROD012,STORE017,415,0,105,310,0
2026-02-02,PROD013,STORE017,106,0,47,59,0
2026-02-02,PROD014,STORE017,66,162,51,177,0
2026-02-02,PROD015,STORE017,115,0,39,76,0
2026-02-02,PROD016,STORE017,111,0,37,74,0
2026-02-02,PROD017,STORE017,158,0,50,108,0
2026-02-02,PROD018,STORE017,255,0,72,183,0
2026-02-02,PROD019,STORE017,337,0,91,246,0
2026-02-02,PROD020,STORE017,34,160,39,155,0
2026-02-02,PROD001,STORE018,531,0,234,297,0
2026-02-02,PROD002,STORE018,688,0,221,467,0
2026-02-02,PROD003,STORE018,824,0,260,564,0
2026-02-02,PROD004,STORE018,717,0,173,544,0
2026-02-02,PROD005,STORE018,80,276,125,231,0
2026-02-02,PROD006,STORE018,74,417,117,374,0
2026-02-02,PROD007,STORE018,455,0,154,301,0
2026-02-02,PROD008,STORE018,69,294,82,281,0
2026-02-02,PROD009,STORE018,1839,0,506,1333,0
2026-02-02,PROD010,STORE018,493,0,232,261,0
2026-02-02,PROD011,STORE018,451,0,167,284,0
2026-02-02,PROD012,STORE018,589,0,304,285,0
2026-02-02,PROD013,STORE018,144,592,166,570,0
2026-02-02,PROD014,STORE018,456,0,122,334,0
2026-02-02,PROD015,STORE018,65,383,106,342,0
2026-02-02,PROD016,STORE018,78,468,139,407,0
2026-02-02,PROD017,STORE018,134,437,137,434,0
2026-02-02,PROD018,STORE018,507,0,175,332,0
2026-02-02,PROD019,STORE018,695,0,215,480,0
2026-02-02,PROD020,STORE018,195,0,98,97,0
2026-02-02,PROD001,STORE019,112,0,24,88,0
2026-02-02,PROD002,STORE019,32,103,28,107,0
2026-02-02,PROD003,STORE019,92,0,38,54,0
2026-02-02,PROD004,STORE019,58,0,24,34,0
2026-02-02,PROD005,STORE019,34,0,10,24,0
2026-02-02,PROD006,STORE019,17,56,25,48,0
2026-02-02,PROD007,STORE019,52,0,19,33,0
2026-02-02,PROD008,STORE019,9,47,12,44,0
2026-02-02,PROD009,STORE019,311,0,72,239,0
2026-02-02,PROD010,STORE019,57,0,27,30,0
2026-02-02,PROD011,STORE019,109,0,35,74,0
2026-02-02,PROD012,STORE019,114,0,45,69,0
2026-02-02,PROD013,STORE019,38,0,20,18,0
2026-02-02,PROD014,STORE019,83,0,40,43,0
2026-02-02,PROD015,STORE019,49,0,13,36,0
2026-02-02,PROD016,STORE019,41,0,16,25,0
2026-02-02,PROD017,STORE019,116,0,28,88,0
2026-02-02,PROD018,STORE019,28,99,29,98,0
2026-02-02,PROD019,STORE019,116,0,34,82,0
2026-02-02,PROD020,STORE019,59,0,36,23,0
2026-02-02,PROD001,STORE020,90,0,34,56,0
2026-02-02,PROD002,STORE020,120,0,45,75,0
2026-02-02,PROD003,STORE020,36,149,36,149,0
2026-02-02,PROD004,STORE020,70,0,20,50,0
2026-02-02,PROD005,STORE020,55,0,13,42,0
2026-02-02,PROD006,STORE020,31,0,15,16,0
2026-02-02,PROD007,STORE020,62,0,29,33,0
2026-02-02,PROD008,STORE020,9,49,11,47,0
2026-02-02,PROD009,STORE020,161,0,61,100,0
2026-02-02,PROD010,STORE020,138,0,40,98,0
2026-02-02,PROD011,STORE020,111,0,30,81,0
2026-02-02,PROD012,STORE020,168,0,53,115,0
2026-02-02,PROD013,STORE020,58,0,18,40,0
2026-02-02,PROD014,STORE020,14,75,21,68,0
2026-02-02,PROD015,STORE020,14,55,16,53,0
2026-02-02,PROD016,STORE020,18,56,25,49,0
2026-02-02,PROD017,STORE020,75,0,18,57,0
2026-02-02,PROD018,STORE020,83,0,25,58,0
2026-02-02,PROD019,STORE020,138,0,36,102,0
2026-02-02,PROD020,STORE020,56,0,24,32,0
2026-02-02,PROD001,STORE021,109,0,64,45,0
2026-02-02,PROD002,STORE021,197,0,61,136,0
2026-02-02,PROD003,STORE021,72,341,87,326,0
2026-02-02,PROD004,STORE021,185,0,71,114,0
2026-02-02,PROD005,STORE021,138,0,34,104,0
2026-02-02,PROD006,STORE021,100,0,32,68,0
2026-02-02,PROD007,STORE021,62,199,58,203,0
2026-02-02,PROD008,STORE021,70,0,28,42,0
2026-02-02,PROD009,STORE021,325,0,157,168,0
2026-02-02,PROD010,STORE021,293,0,73,220,0
2026-02-02,PROD011,STORE021,201,0,69,132,0
2026-02-02,PROD012,STORE021,354,0,82,272,0
2026-02-02,PROD013,STORE021,229,0,58,171,0
2026-02-02,PROD014,STORE021,109,0,42,67,0
2026-02-02,PROD015,STORE021,122,0,35,87,0
2026-02-02,PROD016,STORE021,134,0,45,89,0
2026-02-02,PROD017,STORE021,162,0,50,112,0
2026-02-02,PROD018,STORE021,193,0,48,145,0
2026-02-02,PROD019,STORE021,206,0,76,130,0
2026-02-02,PROD020,STORE021,131,0,61,70,0
2026-02-02,PROD001,STORE022,358,0,137,221,0
2026-02-02,PROD002,STORE022,459,0,155,304,0
2026-02-02,PROD003,STORE022,472,0,166,306,0
2026-02-02,PROD004,STORE022,330,0,79,251,0
2026-02-02,PROD005,STORE022,152,0,62,90,0
2026-02-02,PROD006,STORE022,210,0,63,147,0
2026-02-02,PROD007,STORE022,52,260,72,240,0
2026-02-02,PROD008,STORE022,6,141,46,101,0
2026-02-02,PROD009,STORE022,842,0,237,605,0
2026-02-02,PROD010,STORE022,549,0,164,385,0
2026-02-02,PROD011,STORE022,93,391,107,377,0
2026-02-02,PROD012,STORE022,556,0,223,333,0
2026-02-02,PROD013,STORE022,201,0,73,128,0
2026-02-02,PROD014,STORE022,70,283,74,279,0
2026-02-02,PROD015,STORE022,41,278,86,233,0
2026-02-02,PROD016,STORE022,14,273,69,218,0
2026-02-02,PROD017,STORE022,296,0,95,201,0
2026-02-02,PROD018,STORE022,489,0,173,316,0
2026-02-02,PROD019,STORE022,420,0,116,304,0
2026-02-02,PROD020,STORE022,308,0,154,154,0
2026-02-02,PROD001,STORE023,100,611,188,523,0
2026-02-02,PROD002,STORE023,106,709,213,602,0
2026-02-02,PROD003,STORE023,1138,0,329,809,0
2026-02-02,PROD004,STORE023,544,0,233,311,0
2026-02-02,PROD005,STORE023,214,0,101,113,0
2026-02-02,PROD006,STORE023,329,0,96,233,0
2026-02-02,PROD007,STORE023,598,0,146,452,0
2026-02-02,PROD008,STORE023,361,0,100,261,0
2026-02-02,PROD009,STORE023,1007,0,518,489,0
2026-02-02,PROD010,STORE023,804,0,245,559,0
2026-02-02,PROD011,STORE023,420,0,140,280,0
2026-02-02,PROD012,STORE023,267,1251,602,916,0
2026-02-02,PROD013,STORE023,93,577,139,531,0
2026-02-02,PROD014,STORE023,289,0,125,164,0
2026-02-02,PROD015,STORE023,226,0,170,56,0
2026-02-02,PROD016,STORE023,262,0,85,177,0
2026-02-02,PROD017,STORE023,423,0,154,269,0
2026-02-02,PROD018,STORE023,761,0,201,560,0
2026-02-02,PROD019,STORE023,423,0,209,214,0
2026-02-02,PROD020,STORE023,101,369,115,355,0
2026-02-02,PROD001,STORE024,454,0,131,323,0
2026-02-02,PROD002,STORE024,81,386,121,346,0
2026-02-02,PROD003,STORE024,84,474,136,422,0
2026-02-02,PROD004,STORE024,57,258,78,237,0
2026-02-02,PROD005,STORE024,186,0,54,132,0
2026-02-02,PROD006,STORE024,216,0,67,149,0
2026-02-02,PROD007,STORE024,205,0,87,118,0
2026-02-02,PROD008,STORE024,174,0,55,119,0
2026-02-02,PROD009,STORE024,848,0,289,559,0
2026-02-02,PROD010,STORE024,244,0,123,121,0
2026-02-02,PROD011,STORE024,302,0,128,174,0
2026-02-02,PROD012,STORE024,385,0,180,205,0
2026-02-02,PROD013,STORE024,170,0,69,101,0
2026-02-02,PROD014,STORE024,313,0,69,244,0
2026-02-02,PROD015,STORE024,162,0,86,76,0
2026-02-02,PROD016,STORE024,153,0,51,102,0
2026-02-02,PROD017,STORE024,232,0,96,136,0
2026-02-02,PROD018,STORE024,420,0,117,303,0
2026-02-02,PROD019,STORE024,427,0,135,292,0
2026-02-02,PROD020,STORE024,26,275,70,231,0
2026-02-02,PROD001,STORE025,477,0,170,307,0
2026-02-02,PROD002,STORE025,470,0,119,351,0
2026-02-02,PROD003,STORE025,450,0,160,290,0
2026-02-02,PROD004,STORE025,334,0,100,234,0
2026-02-02,PROD005,STORE025,108,0,96,12,0
2026-02-02,PROD006,STORE025,177,0,50,127,0
2026-02-02,PROD007,STORE025,147,0,66,81,0
2026-02-02,PROD008,STORE025,131,0,45,86,0
2026-02-02,PROD009,STORE025,920,0,290,630,0
2026-02-02,PROD010,STORE025,537,0,146,391,0
2026-02-02,PROD011,STORE025,74,383,112,345,0
2026-02-02,PROD012,STORE025,428,0,157,271,0
2026-02-02,PROD013,STORE025,217,0,76,141,0
2026-02-02,PROD014,STORE025,215,0,71,144,0
2026-02-02,PROD015,STORE025,296,0,73,223,0
2026-02-02,PROD016,STORE025,144,0,50,94,0
2026-02-02,PROD017,STORE025,236,0,93,143,0
2026-02-02,PROD018,STORE025,94,376,107,363,0
2026-02-02,PROD019,STORE025,388,0,115,273,0
2026-02-02,PROD020,STORE025,148,0,54,94,0
2026-02-02,PROD001,STORE026,502,0,239,263,0
2026-02-02,PROD002,STORE026,690,0,211,479,0
2026-02-02,PROD003,STORE026,967,0,226,741,0
2026-02-02,PROD004,STORE026,327,0,173,154,0
2026-02-02,PROD005,STORE026,239,0,89,150,0
2026-02-02,PROD006,STORE026,326,0,108,218,0
2026-02-02,PROD007,STORE026,401,0,120,281,0
2026-02-02,PROD008,STORE026,284,0,117,167,0
2026-02-02,PROD009,STORE026,1849,0,390,1459,0
2026-02-02,PROD010,STORE026,617,0,198,419,0
2026-02-02,PROD011,STORE026,687,0,178,509,0
2026-02-02,PROD012,STORE026,307,992,326,973,0
2026-02-02,PROD013,STORE026,410,0,136,274,0
2026-02-02,PROD014,STORE026,106,568,159,515,0
2026-02-02,PROD015,STORE026,466,0,108,358,0
2026-02-02,PROD016,STORE026,270,0,115,155,0
2026-02-02,PROD017,STORE026,206,763,195,774,0
2026-02-02,PROD018,STORE026,512,0,193,319,0
2026-02-02,PROD019,STORE026,465,0,184,281,0
2026-02-02,PROD020,STORE026,485,0,127,358,0
2026-02-02,PROD001,STORE027,69,411,106,374,0
2026-02-02,PROD002,STORE027,337,0,132,205,0
2026-02-02,PROD003,STORE027,374,0,165,209,0
2026-02-02,PROD004,STORE027,261,0,101,160,0
2026-02-02,PROD005,STORE027,248,0,63,185,0
2026-02-02,PROD006,STORE027,194,0,67,127,0
2026-02-02,PROD007,STORE027,212,0,75,137,0
2026-02-02,PROD008,STORE027,139,0,43,96,0
2026-02-02,PROD009,STORE027,318,834,225,927,0
2026-02-02,PROD010,STORE027,406,0,145,261,0
2026-02-02,PROD011,STORE027,277,0,83,194,0
2026-02-02,PROD012,STORE027,678,0,164,514,0
2026-02-02,PROD013,STORE027,246,0,66,180,0
2026-02-02,PROD014,STORE027,291,0,72,219,0
2026-02-02,PROD015,STORE027,89,292,81,300,0
2026-02-02,PROD016,STORE027,250,0,63,187,0
2026-02-02,PROD017,STORE027,332,0,143,189,0
2026-02-02,PROD018,STORE027,234,0,99,135,0
2026-02-02,PROD019,STORE027,350,0,99,251,0
2026-02-02,PROD020,STORE027,57,247,66,238,0
2026-02-02,PROD001,STORE028,469,0,213,256,0
2026-02-02,PROD002,STORE028,486,0,204,282,0
2026-02-02,PROD003,STORE028,1062,0,332,730,0
2026-02-02,PROD004,STORE028,111,543,157,497,0
2026-02-02,PROD005,STORE028,301,0,104,197,0
2026-02-02,PROD006,STORE028,185,0,183,2,0
2026-02-02,PROD007,STORE028,369,0,114,255,0
2026-02-02,PROD008,STORE028,285,0,90,195,0
2026-02-02,PROD009,STORE028,1350,0,395,955,0
2026-02-02,PROD010,STORE028,490,0,273,217,0
